id,nombre_carretera,tramo,limite_tramo,sentido,limite,velocidad,fecha,matricula,conductor
A2/+261/20120501094007000,A2,261,100,ascending,100,115,2012-05-01,7757IAI,41938714P
A2/-147/20110822191623000,A2,147,100,descending,100,111,2011-08-22,0566EAU,65289655S
M45/-26/20120618133142000,M45,26,80,descending,80,99,2012-06-18,1244UEO,55087522S
A2/-242/20120926013309000,A2,242,100,descending,100,120,2012-09-26,5999AAI,11810752E
M50/+75/20120102180851000,M50,75,100,ascending,100,113,2012-01-02,4639AEE,85463656A
A3/+17/20111121060145000,A3,17,100,ascending,100,117,2011-11-21,0383IOU,00708677R
A4/+199/20120530003750000,A4,199,100,ascending,100,115,2012-05-30,4309OEE,88024283V
M50/+11/20140111121933000,M50,11,100,ascending,100,153,2014-01-11,8419EIE,57722756R
A5/+72/20121228233302000,A5,72,100,ascending,100,111,2012-12-28,3204OUA,18258713W
A4/-285/20120119152046000,A4,285,100,descending,100,119,2012-01-19,4734UAO,59070682N
A6/+38/20111009161830000,A6,38,100,ascending,100,145,2011-10-09,4978AUI,32457390C
M45/+22/20120315102911000,M45,22,80,ascending,80,114,2012-03-15,0383IOU,00708677R
A1/+131/20110818065840000,A1,131,100,ascending,100,117,2011-08-18,1717III,65572592Y
A6/-213/20120801113726000,A6,213,100,descending,100,109,2012-08-01,3202OUU,78455829T
A3/+17/20130827195532000,A3,17,100,ascending,100,110,2013-08-27,5700IIE,15928484H
M40/-55/20120305180544000,M40,55,80,descending,80,94,2012-03-05,1131AOO,83880461J
A1/+138/20120805052723000,A1,138,100,ascending,100,116,2012-08-05,7163UUU,84916986C
M45/+37/20120529064125000,M45,37,80,ascending,80,91,2012-05-29,6279OUE,22674835D
M50/+49/20120514072429000,M50,49,100,ascending,100,111,2012-05-14,3631IUU,63709185J
M50/-61/20130903043753000,M50,61,100,descending,100,110,2013-09-03,3523OOE,11148859T
M30/+10/20110818105138000,M30,10,50,ascending,50,64,2011-08-18,7375OAI,48906593Z
A3/+123/20120514100308000,A3,123,100,ascending,100,117,2012-05-14,8775UUI,50091888G
M30/-24/20131230215014000,M30,24,50,descending,50,61,2013-12-30,0718UUE,65897309D
M30/-28/20130115124522000,M30,28,50,descending,50,62,2013-01-15,0772EOE,31414734T
A2/+184/20130405191752000,A2,184,100,ascending,100,130,2013-04-05,6891AIU,57722756R
A4/-233/20120904005754000,A4,233,100,descending,100,111,2012-09-04,8140AOE,76202995Q
A1/-298/20111216082857000,A1,298,100,descending,100,146,2011-12-16,5387EAA,02626808R
M50/-50/20130926033259000,M50,50,100,descending,100,124,2013-09-26,9117UEE,98595100B
A4/+260/20120404044601000,A4,260,100,ascending,100,96,2012-04-04,5938AOI,23939454L
A3/-244/20120812173305000,A3,244,100,descending,100,113,2012-08-12,8506OUO,48272209Q
M30/+14/20120415153419000,M30,14,50,ascending,50,69,2012-04-15,2347OUI,31414734T
M30/-12/20131127012146000,M30,12,50,descending,50,62,2013-11-27,1286OEO,97976946M
M30/+32/20120526171808000,M30,32,50,ascending,50,65,2012-05-26,3784IAO,98585779M
M50/-16/20091116182419390,M50,16,100,descending,100,101,2009-11-16,0438IAO,53675847B
M50/+75/20111229233030300,M50,75,100,ascending,100,93,2011-12-29,9507AAI,45568849F
A1/+154/20111015195932580,A1,154,100,ascending,100,108,2011-10-15,6525AEI,87980168Q
M40/+33/20100726004440370,M40,33,80,ascending,80,83,2010-07-26,3784IAO,98585779M
M45/+17/20100809164040960,M45,17,80,ascending,80,90,2010-08-09,3242OEU,20304333W
A6/-244/20111126212121340,A6,244,100,descending,100,94,2011-11-26,3523OOE,11148859T
A2/+48/20110410023315330,A2,48,100,ascending,100,117,2011-04-10,0431UIE,75109144E
M45/+28/20090929053541900,M45,28,80,ascending,80,81,2009-09-29,3043OOI,30173036A
M40/-49/20110101155019800,M40,49,80,descending,80,90,2011-01-01,4785UUA,36259246E
A3/+204/20090822201033170,A3,204,100,ascending,100,122,2009-08-22,9507IIA,88900195C
A2/+13/20100810184620260,A2,13,100,ascending,100,98,2010-08-10,7163UUU,84916986C
A4/-285/20091104075343100,A4,285,100,descending,100,108,2009-11-04,6292EIA,47285810H
A4/-233/20110514100151850,A4,233,100,descending,100,120,2011-05-14,3784IAO,98585779M
A5/-211/20111130114748020,A5,211,100,descending,100,101,2011-11-30,5867AUU,73429060L
M30/+11/20111010150141290,M30,11,50,ascending,50,61,2011-10-10,6111IAI,70809340E
A4/-223/20101121103819930,A4,223,100,descending,100,89,2010-11-21,7372AEU,73520242Y
M30/+10/20111103133802130,M30,10,50,ascending,50,38,2011-11-03,1286OEO,97976946M
M40/+16/20100213114438290,M40,16,80,ascending,80,70,2010-02-13,9038OUI,31414734T
A3/+17/20091008175822240,A3,17,100,ascending,100,89,2009-10-08,0566EAU,65289655S
M50/+15/20100320210337950,M50,15,100,ascending,100,122,2010-03-20,8419EIE,57722756R
M50/+11/20111031203627080,M50,11,100,ascending,100,113,2011-10-31,5154AEO,84218087E
A2/+275/20110610050319670,A2,275,100,ascending,100,120,2011-06-10,2973AAI,63417788A
A4/+50/20090810060946330,A4,50,100,ascending,100,84,2009-08-10,1295IIA,64997574B
A6/-266/20110725223321010,A6,266,100,descending,100,113,2011-07-25,1695OEI,68352906B
M45/+26/20091212141140590,M45,26,80,ascending,80,90,2009-12-12,7163UUU,84916986C
A2/+10/20110421182127560,A2,10,100,ascending,100,116,2011-04-21,0438IAO,53675847B
A4/+54/20110708135102260,A4,54,100,ascending,100,116,2011-07-08,0619IEO,04906297Y
M50/+11/20120301213410000,M50,11,100,ascending,100,117,2012-03-01,2370AOA,74026572Z
A2/+45/20120223202034000,A2,45,100,ascending,100,140,2012-02-23,6095EAE,74868992J
A6/-254/20121228020745000,A6,254,100,descending,100,115,2012-12-28,3797UOE,53018488S
A4/+54/20120528032627000,A4,54,100,ascending,100,113,2012-05-28,0383IOU,00708677R
A6/+38/20130608182322000,A6,38,100,ascending,100,116,2013-06-08,4519AIU,46197994X
M30/+11/20120504041141000,M30,11,50,ascending,50,62,2012-05-04,3722EAE,37794073J
A3/-244/20131101015723000,A3,244,100,descending,100,115,2013-11-01,5290OEU,36737468M
M30/-30/20130114212601000,M30,30,50,descending,50,41,2013-01-14,5823AEO,47614918L
A1/+154/20111202101039000,A1,154,100,ascending,100,112,2011-12-02,5279OUE,97091580R
M30/+11/20120322024501000,M30,11,50,ascending,50,63,2012-03-22,6734OUU,81207757R
A6/-266/20120519203723000,A6,266,100,descending,100,160,2012-05-19,9855AIE,30801878W
M30/+11/20120110061719000,M30,11,50,ascending,50,62,2012-01-10,7607OAA,91988623P
M30/+11/20110622001032000,M30,11,50,ascending,50,70,2011-06-22,0772EOE,31414734T
A4/+50/20110929182128000,A4,50,100,ascending,100,108,2011-09-29,5303EIO,21582390H
A3/-244/20120214100620000,A3,244,100,descending,100,111,2012-02-14,8953EIU,32197349V
M50/+75/20130424104545000,M50,75,100,ascending,100,113,2013-04-24,1286OEO,97976946M
M30/-26/20110614173602000,M30,26,50,descending,50,65,2011-06-14,9237OAU,46392720H
M45/-20/20131121030906000,M45,20,80,descending,80,100,2013-11-21,3295IOE,53832275Q
M40/+28/20130620121811000,M40,28,80,ascending,80,99,2013-06-20,0122IIA,75939906R
A6/+171/20140107202657000,A6,171,100,ascending,100,113,2014-01-07,4304AOI,60436163Y
A4/+260/20120228044738000,A4,260,100,ascending,100,135,2012-02-28,3219AEO,82883718K
A2/-147/20131213170329000,A2,147,100,descending,100,110,2013-12-13,6734OUU,81207757R
A2/+45/20120612033110000,A2,45,100,ascending,100,110,2012-06-12,2583UIO,99181271G
A3/+49/20131024183037000,A3,49,100,ascending,100,111,2013-10-24,3204OUA,18258713W
A3/+204/20130920125537000,A3,204,100,ascending,100,166,2013-09-20,0342OEO,13982887Z
A5/+274/20121211234908000,A5,274,100,ascending,100,120,2012-12-11,6525AEI,87980168Q
A4/+50/20121113030944000,A4,50,100,ascending,100,113,2012-11-13,3784IAO,98585779M
M50/-80/20130830110903000,M50,80,100,descending,100,114,2013-08-30,7405UIU,11810752E
M50/+11/20120910164211000,M50,11,100,ascending,100,120,2012-09-10,5526UOU,42038947F
M40/+42/20111220015552000,M40,42,80,ascending,80,99,2011-12-20,7196EOI,60735038L
M30/-12/20120923020650000,M30,12,50,descending,50,80,2012-09-23,8775UUI,50091888G
A6/-213/20140110020904000,A6,213,100,descending,100,116,2014-01-10,6306III,56193398M
M40/+16/20131015070823000,M40,16,80,ascending,80,107,2013-10-15,6818EAU,67245027L
M40/+51/20131015075619000,M40,51,80,ascending,80,91,2013-10-15,6818EAU,67245027L
M30/-26/20120104164804000,M30,26,50,descending,50,70,2012-01-04,4544UOU,75939906R
M50/+15/20131028123523000,M50,15,100,ascending,100,114,2013-10-28,3722EAE,37794073J
M50/+75/20131028131711000,M50,75,100,ascending,100,118,2013-10-28,3722EAE,37794073J
M50/+15/20110723113906000,M50,15,100,ascending,100,129,2011-07-23,5303EIO,21582390H
M40/+33/20121023220333000,M40,33,80,ascending,80,95,2012-10-23,0431UIE,75109144E
A1/-160/20130106145550000,A1,160,100,descending,100,119,2013-01-06,3204OUA,18258713W
M30/+11/20120325084937000,M30,11,50,ascending,50,76,2012-03-25,8506OUO,48272209Q
M50/+66/20120503171503000,M50,66,100,ascending,100,124,2012-05-03,0946UOU,62526264M
A5/-137/20120228132746000,A5,137,100,descending,100,116,2012-02-28,5303EIO,21582390H
A5/+70/20130305065716000,A5,70,100,ascending,100,113,2013-03-05,2458AEU,46392720H
A4/-96/20111112170037000,A4,96,100,descending,100,120,2011-11-12,7196EOI,60735038L
A3/+17/20110624040140000,A3,17,100,ascending,100,112,2011-06-24,5502UIE,58444159D
M30/-11/20130818071522000,M30,11,50,descending,50,80,2013-08-18,1497IUA,58161619R
A2/-230/20130920024414000,A2,230,100,descending,100,112,2013-09-20,5938AOI,23939454L
A3/+17/20120118135029000,A3,17,100,ascending,100,112,2012-01-18,1369OAU,31414734T
A3/+155/20120324072914000,A3,155,100,ascending,100,113,2012-03-24,5279OUE,97091580R
M50/-50/20120125235657570,M50,50,100,descending,100,110,2012-01-25,2973AAI,63417788A
M40/-43/20110506012442170,M40,43,80,descending,80,97,2011-05-06,1329EUA,08375827D
M40/-49/20100805122907740,M40,49,80,descending,80,96,2010-08-05,4978AUI,32457390C
M30/+32/20100715184348980,M30,32,50,ascending,50,60,2010-07-15,9237OAU,46392720H
M45/+17/20100708065548070,M45,17,80,ascending,80,98,2010-07-08,9037UOU,95323852F
A6/-266/20111118071147360,A6,266,100,descending,100,120,2011-11-18,8784IUI,70106310X
A6/+234/20101027142544650,A6,234,100,ascending,100,111,2010-10-27,4785UUA,36259246E
A4/+132/20111024154944770,A4,132,100,ascending,100,114,2011-10-24,2452UEO,65393209T
A5/+249/20100429170048230,A5,249,100,ascending,100,116,2010-04-29,0728IOU,79172538Y
A6/-213/20111216110930130,A6,213,100,descending,100,120,2011-12-16,5867AUU,73429060L
M30/-31/20110304125016840,M30,31,50,descending,50,64,2011-03-04,7919AEO,21987229B
M30/+10/20110330073701350,M30,10,50,ascending,50,68,2011-03-30,3523OOE,11148859T
M45/+23/20110626002955350,M45,23,80,ascending,80,91,2011-06-26,4280EUI,85549822B
A2/+115/20120112131444940,A2,115,100,ascending,100,120,2012-01-12,6317EUO,06415210G
M30/+14/20110115134206480,M30,14,50,ascending,50,61,2011-01-15,1131AOO,83880461J
M30/-25/20110416073201890,M30,25,50,descending,50,89,2011-04-16,5944EOE,22117400W
M30/-26/20100725062045940,M30,26,50,descending,50,67,2010-07-25,1369OAU,31414734T
M40/+42/20101011041208370,M40,42,80,ascending,80,93,2010-10-11,6118UAA,29480068W
A5/-137/20100611143601460,A5,137,100,descending,100,113,2010-06-11,6829IOA,67455235F
A5/+274/20111219185612250,A5,274,100,ascending,100,114,2011-12-19,1556IAI,87767956W
M40/-43/20110913071856190,M40,43,80,descending,80,103,2011-09-13,3043OOI,30173036A
A5/-54/20110219132535800,A5,54,100,descending,100,114,2011-02-19,9105UIU,80498155H
M45/+19/20130215102738000,M45,19,80,ascending,80,90,2013-02-15,6061IUO,43287231N
A1/-232/20120502083601000,A1,232,100,descending,100,101,2012-05-02,3346AOO,00528326Q
A1/+217/20121222044516000,A1,217,100,ascending,100,145,2012-12-22,6648AEO,40648481Y
A4/-233/20130923061050000,A4,233,100,descending,100,111,2013-09-23,6118UAA,29480068W
M30/+32/20120118024703000,M30,32,50,ascending,50,70,2012-01-18,5740AUA,17646703E
A6/-213/20130126210711000,A6,213,100,descending,100,111,2013-01-26,6523AIO,89897064T
A2/-296/20111025171454000,A2,296,100,descending,100,118,2011-10-25,6818EAU,67245027L
A4/+132/20130110025347000,A4,132,100,ascending,100,130,2013-01-10,5716IEO,81542499R
M45/+37/20120411084354000,M45,37,80,ascending,80,91,2012-04-11,4776EUI,15187129E
A4/+50/20121124165231000,A4,50,100,ascending,100,115,2012-11-24,5806EUE,48192930H
M45/+22/20130403082155000,M45,22,80,ascending,80,94,2013-04-03,4702OIA,73010468G
A3/+17/20121009113102000,A3,17,100,ascending,100,120,2012-10-09,0946UOU,62526264M
A6/+38/20120214053129000,A6,38,100,ascending,100,119,2012-02-14,8668OEE,12028211Q
A6/+38/20120126145354000,A6,38,100,ascending,100,112,2012-01-26,1329EUA,08375827D
A4/-203/20110726065910000,A4,203,100,descending,100,118,2011-07-26,4286AUA,71116260F
A3/-251/20130126062723000,A3,251,100,descending,100,114,2013-01-26,9861AUO,76150280V
A2/-242/20130325120602000,A2,242,100,descending,100,113,2013-03-25,3219AEO,82883718K
M45/-26/20120422214453000,M45,26,80,descending,80,90,2012-04-22,1117IAU,25913468N
M40/+51/20111019161647000,M40,51,80,ascending,80,93,2011-10-19,6734OUU,81207757R
M45/+22/20130921004431000,M45,22,80,ascending,80,112,2013-09-21,9117UEE,98595100B
M30/+32/20130110161155000,M30,32,50,ascending,50,62,2013-01-10,5740AUA,17646703E
A4/-96/20120529175002000,A4,96,100,descending,100,135,2012-05-29,0122IIA,75939906R
M40/+23/20131017231504000,M40,23,80,ascending,80,91,2013-10-17,9038OUI,31414734T
M45/-28/20120920012950000,M45,28,80,descending,80,98,2012-09-20,0946UOU,62526264M
M40/-43/20130208021801000,M40,43,80,descending,80,99,2013-02-08,0062OEA,37616247T
A6/+234/20130511035726000,A6,234,100,ascending,100,119,2013-05-11,9454IIE,76055771S
M30/-21/20110626035053000,M30,21,50,descending,50,60,2011-06-26,0098EUA,33300126J
A3/-94/20121205143021000,A3,94,100,descending,100,114,2012-12-05,5938AOI,23939454L
A6/+171/20130312224620000,A6,171,100,ascending,100,119,2013-03-12,2973AAI,63417788A
A6/+237/20130731013449000,A6,237,100,ascending,100,111,2013-07-31,2583UIO,99181271G
A3/-127/20110823142750000,A3,127,100,descending,100,114,2011-08-23,0062OEA,37616247T
A2/+261/20130823153753000,A2,261,100,ascending,100,118,2013-08-23,9519OEE,55754166G
A6/-213/20130226212756000,A6,213,100,descending,100,119,2013-02-26,5119AUI,19502956Z
A4/-188/20110923052242000,A4,188,100,descending,100,120,2011-09-23,9534OIE,70106310X
M50/+11/20120504231541000,M50,11,100,ascending,100,120,2012-05-04,3451OIO,25840054Z
M30/-25/20121006170504000,M30,25,50,descending,50,70,2012-10-06,1497IUA,58161619R
M50/+66/20130428162543000,M50,66,100,ascending,100,120,2013-04-28,6648AEO,40648481Y
A5/+268/20120126003543000,A5,268,100,ascending,100,114,2012-01-26,5338IEI,80551722H
A5/-137/20130716203901000,A5,137,100,descending,100,117,2013-07-16,1536UII,74086301N
A1/+138/20131124074026000,A1,138,100,ascending,100,127,2013-11-24,6829IOA,67455235F
M50/-80/20120227122709000,M50,80,100,descending,100,118,2012-02-27,7163UUU,84916986C
M30/-23/20120629115722000,M30,23,50,descending,50,67,2012-06-29,7376AEU,47718268F
M45/+22/20111201142059000,M45,22,80,ascending,80,92,2011-12-01,3043OOI,30173036A
A4/-223/20111222051156000,A4,223,100,descending,100,115,2011-12-22,8691OEI,14502021S
A6/+171/20130724214123000,A6,171,100,ascending,100,120,2013-07-24,0716AUU,55133962H
M45/-26/20120720181052000,M45,26,80,descending,80,100,2012-07-20,7196EOI,60735038L
M30/-28/20111209220726000,M30,28,50,descending,50,63,2011-12-09,4334OUU,31411702G
A2/-230/20120225202842000,A2,230,100,descending,100,97,2012-02-25,6292EIA,47285810H
A2/+45/20131014124759000,A2,45,100,ascending,100,114,2013-10-14,9733UAO,81904772R
A3/+204/20120131045359000,A3,204,100,ascending,100,113,2012-01-31,4280EUI,85549822B
A5/+249/20131004233211000,A5,249,100,ascending,100,117,2013-10-04,0344UEE,25877835Y
M40/-43/20130302052716000,M40,43,80,descending,80,91,2013-03-02,0398EUI,45191051F
A6/+234/20120923025607000,A6,234,100,ascending,100,100,2012-09-23,8686IUU,95875344M
M50/+49/20120111103240000,M50,49,100,ascending,100,164,2012-01-11,6891AIU,57722756R
A4/+50/20100703015256680,A4,50,100,ascending,100,160,2010-07-03,6306III,56193398M
M40/+16/20091009090809760,M40,16,80,ascending,80,95,2009-10-09,0122IIA,75939906R
A1/+218/20110130090755150,A1,218,100,ascending,100,95,2011-01-30,9507AAI,45568849F
A4/-223/20090901021841670,A4,223,100,descending,100,158,2009-09-01,7103OIU,00699099Z
M30/-23/20120130171938520,M30,23,50,descending,50,66,2012-01-30,6055EOO,60260601A
A6/-198/20120105115614320,A6,198,100,descending,100,93,2012-01-05,9787IEE,09611341D
M50/+49/20110909041502090,M50,49,100,ascending,100,111,2011-09-09,5119EUA,80771305C
M40/-55/20111007041803970,M40,55,80,descending,80,80,2011-10-07,2583UIO,99181271G
A4/-147/20110820113335450,A4,147,100,descending,100,114,2011-08-20,8489EAU,33254360V
A3/+123/20100206212012360,A3,123,100,ascending,100,126,2010-02-06,8472OIE,13633650D
M40/+28/20110226002322890,M40,28,80,ascending,80,90,2011-02-26,8775UUI,50091888G
A6/+237/20101112045246910,A6,237,100,ascending,100,112,2010-11-12,5023EII,92366576W
M45/+17/20110529172353060,M45,17,80,ascending,80,90,2011-05-29,3219AEO,82883718K
M40/-43/20100913104253290,M40,43,80,descending,80,98,2010-09-13,5831EEE,40977364N
M50/-32/20101125184946960,M50,32,100,descending,100,104,2010-11-25,5303EIO,21582390H
A1/+131/20091126101251230,A1,131,100,ascending,100,115,2009-11-26,8177AAO,73236340Q
A2/-147/20100124080339440,A2,147,100,descending,100,118,2010-01-24,6560AII,78135349W
M45/+26/20101015064526910,M45,26,80,ascending,80,94,2010-10-15,8668OEE,12028211Q
A1/-160/20090817095010070,A1,160,100,descending,100,135,2009-08-17,5329UEU,75584686Q
A5/+274/20110114174222840,A5,274,100,ascending,100,116,2011-01-14,0946UOU,62526264M
A1/+122/20091216193353800,A1,122,100,ascending,100,114,2009-12-16,0728IOU,79172538Y
M50/+75/20101109022939790,M50,75,100,ascending,100,124,2010-11-09,5290OEU,36737468M
M30/+32/20100423143515430,M30,32,50,ascending,50,67,2010-04-23,9519OEE,55754166G
M40/-49/20090812151643050,M40,49,80,descending,80,100,2009-08-12,8489EAU,33254360V
M40/+51/20100330020623570,M40,51,80,ascending,80,96,2010-03-30,5526UOU,42038947F
A5/-137/20090515142749530,A5,137,100,descending,100,108,2009-05-15,1717III,65572592Y
A4/-96/20110417222821660,A4,96,100,descending,100,113,2011-04-17,6055EOO,60260601A
A6/-244/20111216074730540,A6,244,100,descending,100,112,2011-12-16,9105UIU,80498155H
A3/+49/20090728000011990,A3,49,100,ascending,100,116,2009-07-28,4286AUA,71116260F
M45/+28/20100616212558020,M45,28,80,ascending,80,112,2010-06-16,3043OOI,30173036A
A5/-100/20120121072705050,A5,100,100,descending,100,117,2012-01-21,7372AEU,73520242Y
M50/-32/20080328002252000,M50,32,100,descending,100,135,2008-03-28,1369OAU,31414734T
M40/+42/20080215032353000,M40,42,80,ascending,80,94,2008-02-15,7494UEU,33585461X
M40/+56/20100201151023000,M40,56,80,ascending,80,92,2010-02-01,2877AIA,59015527B
A3/-94/20100112051139000,A3,94,100,descending,100,126,2010-01-12,9733UAO,81904772R
M40/-49/20091227220659000,M40,49,80,descending,80,93,2009-12-27,9733UAO,81904772R
A2/-155/20090119211407000,A2,155,100,descending,100,113,2009-01-19,8448OEU,56760451Q
A4/+199/20090626110847000,A4,199,100,ascending,100,165,2009-06-26,2685IAA,97045896H
A3/-206/20081016161516000,A3,206,100,descending,100,116,2008-10-16,6880OUO,77467632K
A6/+171/20090920174909000,A6,171,100,ascending,100,104,2009-09-20,3784IAO,98585779M
A1/+218/20090603065454000,A1,218,100,ascending,100,114,2009-06-03,6111IAI,70809340E
A2/-168/20171225011054000,A2,168,100,descending,100,119,2017-12-25,7493AUE,50774649X
A6/+234/20090717062120000,A6,234,100,ascending,100,115,2009-07-17,5844EIA,44230641P
A5/-137/20171002120056000,A5,137,100,descending,100,112,2017-10-02,0935IOA,33972967N
