matricula,bastidor,marca,modelo,potencia,color,fecha_matriculacion,titular
3732IUO,OOO53618O28644895,Fork,Tetrox,1400,dorado metalizado,2005-09-26,43201383T
2970EUI,IOQ43964Q26568383,Rinaul,Charco,1400,gris,2003-09-27,56651407S
1802IAU,OII38667I38646227,Bemev,Berlin,1400,rojo,2005-07-18,51285523P
0946UOU,QQQ51788O54643145,Rinaul,Fuente,1400,fucsia metalizado,2002-05-07,62526264M
5823AEO,OOQ24566Q85316870,Zitron,Orange,1400,dorado,2003-06-30,47614918L
6292EIA,OOQ68500I33835394,Fork,Tridente,1600,cuarzo,2008-01-04,68579236K
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
7757IAI,QOQ15743I93680654,Escola,Primus,1400,azul metalizado,2006-06-01,41938714P
7757IAI,QOQ15743I93680654,Escola,Primus,1400,azul metalizado,2006-06-01,41938714P
0566EAU,IOQ70224Q79374722,Rinaul,Fuente,1400,negro,2003-11-21,60908146Y
1244UEO,OOI57038I93426527,Merche,Estadio,1400,blanco,2005-03-29,05511330R
5999AAI,QQQ45174I70991065,Bemev,Cuple,1400,plateado,2009-01-27,78455829T
4639AEE,QOQ93248I71172024,Merche,Rod-star,1400,blanco metalizado,2008-06-01,85463656A
0383IOU,IOO77788O45452599,Bemev,Berlin,1400,negro,2009-01-13,00708677R
4309OEE,OOQ28745O80245812,Zitron,Orange,1400,plateado,2004-02-26,93655750A
8419EIE,OII11700O76761286,Rinaul,Fuente,1400,blanco,2008-10-29,30173036A
3204OUA,IIO59720Q16009469,Peuyo,Real,1400,rojo,2002-08-01,18258713W
4734UAO,OOO13459O42950976,Peuyo,Entero,1400,blanco metalizado,2008-03-22,59070682N
4978AUI,OOI32684O78064505,Merche,Estadio,1400,gris,2008-07-03,32457390C
0383IOU,IOO77788O45452599,Bemev,Berlin,1400,negro,2009-01-13,00708677R
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
3202OUU,IQI61167O30378668,Peuyo,Real,1400,blanco,2003-11-07,21371673G
5700IIE,IIO89049Q80945510,Zitron,Orange,1400,marron,2006-02-28,15928484H
1131AOO,QIQ56777I40016298,Merche,Rod-star,1400,plateado,2004-04-28,83880461J
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
6279OUE,IQI51821Q24943387,Zitron,Tangerine,1400,rojo,2006-08-19,60305223M
3631IUU,QQI31261Q32783737,Zitron,Grapef,1400,negro,2003-06-29,33300126J
3523OOE,QOO05910Q17468720,Escola,Primus,1400,purpura,2005-12-24,11148859T
7375OAI,OII41365Q48430005,Zitron,Grapef,1400,naranja,2007-05-15,48272209Q
8775UUI,IQI85899Q77755337,Peuyo,Real,1400,plateado metalizado,2008-04-05,19322800V
0718UUE,QIO53347Q60238367,Peuyo,Entero,1400,morado,2007-10-21,65897309D
0772EOE,IIO82672O31795676,Merche,Estadio,1400,azul,2008-03-14,79172538Y
6891AIU,QQO25927I22247766,Merche,Tourne,1400,blanco metalizado,2006-09-15,19425545K
8140AOE,IOQ28379I74581401,Rinaul,Manante,1600,plateado metalizado,2008-08-08,76202995Q
5387EAA,QOQ39466I66653703,Zitron,Grapef,1400,blanco metalizado,2003-12-16,02626808R
9117UEE,IIO43719Q17937207,Peuyo,Primo,1600,gris metalizado,2002-06-15,06769696Z
5938AOI,QII73641I58296691,Seta,Champi,1400,gris,2005-02-28,82883718K
8506OUO,QII06239O87469665,Rinaul,Charco,1400,tornasol,2006-07-14,70886396M
2347OUI,IIQ34933Q76160605,Peuyo,Natural,1400,rojo metalizado,2005-07-10,32609826N
1286OEO,OII27925I50936906,Zitron,Lemmon,1400,beige,2007-07-03,97976946M
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
0438IAO,OQQ56304I66675906,Zitron,Tangerine,1400,negro,2009-01-03,53675847B
9507AAI,OII49357Q64011955,Bemev,Cuple,1400,blanco metalizado,2006-11-26,45568849F
6525AEI,OIO64678O93280477,Zitron,Lemmon,1400,azul,2004-03-30,87980168Q
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
3242OEU,QQO35627O39157157,Rinaul,Arroyo,1600,azul,2003-09-10,50219461L
3523OOE,QOO05910Q17468720,Escola,Primus,1400,purpura,2005-12-24,11148859T
0431UIE,IIQ52468Q79487215,Fork,Escolta,1400,azul metalizado,2003-10-29,90553454Q
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
9507IIA,IQI93255O19695485,Rinaul,Fuente,1400,azul,2008-10-28,15742171M
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
6292EIA,OOQ68500I33835394,Fork,Tridente,1600,cuarzo,2008-01-04,68579236K
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
5867AUU,IQO10345O55303016,Fork,Bipua,1400,gris metalizado,2005-05-06,32609826N
6111IAI,QIO78629I56366773,Rinaul,Fuente,1400,dorado,2004-10-25,70809340E
7372AEU,IIQ28512I42783932,Peuyo,Real,1400,blanco,2002-03-05,20147685F
1286OEO,OII27925I50936906,Zitron,Lemmon,1400,beige,2007-07-03,97976946M
9038OUI,IOQ49960I40461517,Rinaul,Fuente,1400,rojo metalizado,2003-01-20,63763779M
0566EAU,IOQ70224Q79374722,Rinaul,Fuente,1400,negro,2003-11-21,60908146Y
8419EIE,OII11700O76761286,Rinaul,Fuente,1400,blanco,2008-10-29,30173036A
5154AEO,QII88530O24374260,Escola,Seconda,1400,blanco,2008-01-27,84218087E
2973AAI,III38621O87605006,Peuyo,Natural,1400,dorado,2002-12-27,17017996C
1295IIA,IQO99022O12874558,Escola,Tercius,1400,blanco,2006-08-30,64997574B
1695OEI,QOI95480Q87654551,Seta,Amanita,1400,dorado metalizado,2004-09-25,68352906B
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
0438IAO,OQQ56304I66675906,Zitron,Tangerine,1400,negro,2009-01-03,53675847B
0619IEO,OQO87369I86192820,Zitron,Orange,1400,blanco metalizado,2008-02-29,82883718K
2370AOA,QOI80405O48038890,Escola,Cuartus,1400,cuarzo metalizado,2007-01-20,74026572Z
6095EAE,QOI73448I86621862,Escola,Primus,1400,blanco metalizado,2006-07-22,56651407S
3797UOE,OIO87306Q73515918,Seta,Champi,1400,plateado,2002-09-05,53018488S
0383IOU,IOO77788O45452599,Bemev,Berlin,1400,negro,2009-01-13,00708677R
4519AIU,OQO12512I51315316,Zitron,Grapef,1400,azul metalizado,2002-04-18,44338136R
3722EAE,QQQ07181Q29093565,Zitron,Grapef,1400,plateado,2006-04-25,37794073J
5290OEU,QOI04128Q21332551,Bemev,Suv-X,1400,azul metalizado,2005-06-07,36737468M
5823AEO,OOQ24566Q85316870,Zitron,Orange,1400,dorado,2003-06-30,47614918L
5279OUE,QIQ53737Q94873236,Zitron,Lemmon,1400,negro metalizado,2003-02-15,97091580R
6734OUU,QQO09939I45954228,Rinaul,Manante,1600,blanco,2003-09-08,82883718K
9855AIE,OQQ78585Q47198752,Rinaul,Fuente,1400,blanco,2005-01-03,36071957E
7607OAA,QQI83672I21673744,Seta,Champi,1400,rojo,2004-01-31,91988623P
0772EOE,IIO82672O31795676,Merche,Estadio,1400,azul,2008-03-14,79172538Y
5303EIO,OOO29790O68615290,Rinaul,Fuente,1400,azul metalizado,2007-07-21,21582390H
8953EIU,IOI57860Q46262066,Rinaul,Fuente,1400,blanco metalizado,2007-01-14,00015430C
1286OEO,OII27925I50936906,Zitron,Lemmon,1400,beige,2007-07-03,97976946M
9237OAU,IQO41194Q96493385,Bemev,Berlin,1400,dorado metalizado,2003-04-22,41983923E
3295IOE,OIQ00016Q31061188,Rinaul,Fuente,1400,anil metalizado,2007-06-25,30801878W
0122IIA,IOI43577O13083899,Seta,Champi,1400,blanco metalizado,2003-01-18,55087522S
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
3219AEO,OQQ35545I40773879,Peuyo,Entero,1400,marron metalizado,2006-02-14,51285523P
6734OUU,QQO09939I45954228,Rinaul,Manante,1600,blanco,2003-09-08,82883718K
2583UIO,OQO97896Q30805722,Bemev,Cuple,1400,negro metalizado,2002-02-25,56651407S
3204OUA,IIO59720Q16009469,Peuyo,Real,1400,rojo,2002-08-01,18258713W
0342OEO,OQO75596O11597968,Bemev,Berlin,1400,blanco metalizado,2002-08-13,13982887Z
6525AEI,OIO64678O93280477,Zitron,Lemmon,1400,azul,2004-03-30,87980168Q
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
7405UIU,III22374O22741845,Fork,Tetrox,1400,negro metalizado,2005-04-20,92453827Z
5526UOU,QQQ59015Q45441488,Rinaul,Manante,1600,plateado,2005-02-22,42038947F
7196EOI,OQI56121Q28442356,Peuyo,Entero,1400,azul metalizado,2008-04-23,49806223E
8775UUI,IQI85899Q77755337,Peuyo,Real,1400,plateado metalizado,2008-04-05,19322800V
6306III,IOQ24860Q49121860,Seta,Nizcalo,1400,marron,2004-03-10,56193398M
6818EAU,QOI57614I44678610,Rinaul,Charco,1400,naranja,2006-04-15,67245027L
6818EAU,QOI57614I44678610,Rinaul,Charco,1400,naranja,2006-04-15,67245027L
4544UOU,OIQ65895Q61839417,Fork,Tetrox,1400,blanco,2004-03-16,63763779M
3722EAE,QQQ07181Q29093565,Zitron,Grapef,1400,plateado,2006-04-25,37794073J
3722EAE,QQQ07181Q29093565,Zitron,Grapef,1400,plateado,2006-04-25,37794073J
5303EIO,OOO29790O68615290,Rinaul,Fuente,1400,azul metalizado,2007-07-21,21582390H
0431UIE,IIQ52468Q79487215,Fork,Escolta,1400,azul metalizado,2003-10-29,90553454Q
3204OUA,IIO59720Q16009469,Peuyo,Real,1400,rojo,2002-08-01,18258713W
8506OUO,QII06239O87469665,Rinaul,Charco,1400,tornasol,2006-07-14,70886396M
0946UOU,QQQ51788O54643145,Rinaul,Fuente,1400,fucsia metalizado,2002-05-07,62526264M
5303EIO,OOO29790O68615290,Rinaul,Fuente,1400,azul metalizado,2007-07-21,21582390H
2458AEU,III79828Q75128034,Peuyo,Natural,1400,naranja metalizado,2004-04-14,40915263B
7196EOI,OQI56121Q28442356,Peuyo,Entero,1400,azul metalizado,2008-04-23,49806223E
5502UIE,QOO52534Q98854002,Rinaul,Fuente,1400,gris metalizado,2002-10-05,41983923E
1497IUA,IQO21503O84888857,Fork,Bipua,1400,plateado metalizado,2003-04-18,48906593Z
5938AOI,QII73641I58296691,Seta,Champi,1400,gris,2005-02-28,82883718K
1369OAU,OOI69335Q51586849,Zitron,Tangerine,1400,dorado,2002-09-02,49631868F
5279OUE,QIQ53737Q94873236,Zitron,Lemmon,1400,negro metalizado,2003-02-15,97091580R
2973AAI,III38621O87605006,Peuyo,Natural,1400,dorado,2002-12-27,17017996C
1329EUA,IQQ36078O16593117,Zitron,Lemmon,1400,azul,2002-06-29,22649968M
4978AUI,OOI32684O78064505,Merche,Estadio,1400,gris,2008-07-03,32457390C
9237OAU,IQO41194Q96493385,Bemev,Berlin,1400,dorado metalizado,2003-04-22,41983923E
9037UOU,OIO52124O45987574,Zitron,Grapef,1400,verde,2005-12-27,95323852F
8784IUI,OQO15880I36350106,Bemev,Suv-X,1400,plateado metalizado,2003-11-18,50219461L
4785UUA,QQI71806I35950133,Merche,Estadio,1400,gris,2008-04-02,06415210G
2452UEO,IOO31585Q93414655,Fork,Bipua,1400,verde metalizado,2005-01-21,65393209T
0728IOU,OIQ42514I41248866,Fork,Tridente,1600,plateado,2004-03-02,72487325L
5867AUU,IQO10345O55303016,Fork,Bipua,1400,gris metalizado,2005-05-06,32609826N
7919AEO,QOI84163Q14980235,Rinaul,Fuente,1400,marron,2008-05-29,21987229B
3523OOE,QOO05910Q17468720,Escola,Primus,1400,purpura,2005-12-24,11148859T
4280EUI,IIQ31616Q55143183,Merche,Rod-star,1400,negro,2008-04-26,85549822B
6317EUO,OOO08870Q45492075,Bemev,Berlin,1400,azul metalizado,2008-07-15,01707914A
1131AOO,QIQ56777I40016298,Merche,Rod-star,1400,plateado,2004-04-28,83880461J
5944EOE,QQO34155Q14848497,Escola,Seconda,1400,plateado metalizado,2004-06-25,22117400W
1369OAU,OOI69335Q51586849,Zitron,Tangerine,1400,dorado,2002-09-02,49631868F
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
1556IAI,OQO13273I17779000,Bemev,Suv-X,1400,verde metalizado,2003-11-29,87767956W
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
9105UIU,IIQ54724I78886023,Merche,Berlin,1400,plateado,2002-03-11,53832275Q
6061IUO,OQQ27182O80576969,Seta,Amanita,1400,magenta,2002-09-06,48272209Q
3346AOO,IOO08497O98670333,Fork,Escolta,1400,azul,2007-01-06,48906593Z
6648AEO,QQQ12109I84067913,Seta,Nizcalo,1400,dorado,2007-07-02,40648481Y
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
5740AUA,OQI20031Q26951497,Zitron,Grapef,1400,negro metalizado,2008-08-22,99181271G
6523AIO,IIQ15895I14342197,Peuyo,Natural,1400,blanco,2006-03-22,89897064T
6818EAU,QOI57614I44678610,Rinaul,Charco,1400,naranja,2006-04-15,67245027L
5716IEO,QIQ76297O11418008,Peuyo,Primo,1600,gris metalizado,2002-12-05,81542499R
4776EUI,OOQ45179Q65086868,Merche,Rod-star,1400,gris metalizado,2002-10-21,44338136R
5806EUE,OIO29513O97558686,Peuyo,Real,1400,plateado,2002-04-21,48192930H
4702OIA,OQO66095Q53287646,Peuyo,Real,1400,gris,2006-02-10,73010468G
0946UOU,QQQ51788O54643145,Rinaul,Fuente,1400,fucsia metalizado,2002-05-07,62526264M
8668OEE,IOI75948I62251995,Seta,Nizcalo,1400,blanco,2004-12-25,21763956E
1329EUA,IQQ36078O16593117,Zitron,Lemmon,1400,azul,2002-06-29,22649968M
4286AUA,IOQ01523Q94149342,Merche,Berlin,1400,granate,2004-10-30,71116260F
9861AUO,OIQ07264O18727308,Zitron,Tangerine,1400,rojo,2008-07-19,76150280V
3219AEO,OQQ35545I40773879,Peuyo,Entero,1400,marron metalizado,2006-02-14,51285523P
1117IAU,QQI39749I21129051,Fork,Escolta,1400,pardo,2003-03-19,25913468N
6734OUU,QQO09939I45954228,Rinaul,Manante,1600,blanco,2003-09-08,82883718K
9117UEE,IIO43719Q17937207,Peuyo,Primo,1600,gris metalizado,2002-06-15,06769696Z
5740AUA,OQI20031Q26951497,Zitron,Grapef,1400,negro metalizado,2008-08-22,99181271G
0122IIA,IOI43577O13083899,Seta,Champi,1400,blanco metalizado,2003-01-18,55087522S
9038OUI,IOQ49960I40461517,Rinaul,Fuente,1400,rojo metalizado,2003-01-20,63763779M
0946UOU,QQQ51788O54643145,Rinaul,Fuente,1400,fucsia metalizado,2002-05-07,62526264M
0062OEA,IOI81674Q57617232,Merche,Tourne,1400,purpura metalizado,2006-02-13,77684051X
9454IIE,QOI00609O69203091,Rinaul,Arroyo,1600,beige metalizado,2002-11-21,76055771S
0098EUA,IIO57905I36451310,Peuyo,Real,1400,gris metalizado,2003-10-24,75969962L
5938AOI,QII73641I58296691,Seta,Champi,1400,gris,2005-02-28,82883718K
2973AAI,III38621O87605006,Peuyo,Natural,1400,dorado,2002-12-27,17017996C
2583UIO,OQO97896Q30805722,Bemev,Cuple,1400,negro metalizado,2002-02-25,56651407S
0062OEA,IOI81674Q57617232,Merche,Tourne,1400,purpura metalizado,2006-02-13,77684051X
9519OEE,QQQ42530Q26501403,Escola,Tercius,1400,rojo metalizado,2004-10-31,73520242Y
5119AUI,OOO75734O30167787,Rinaul,Fuente,1400,dorado metalizado,2007-08-14,19502956Z
9534OIE,OOO91174I55504918,Rinaul,Fuente,1400,fucsia,2004-07-21,44637269L
3451OIO,QIQ08887I88096187,Bemev,Cuple,1400,gris,2004-09-17,25840054Z
1497IUA,IQO21503O84888857,Fork,Bipua,1400,plateado metalizado,2003-04-18,48906593Z
6648AEO,QQQ12109I84067913,Seta,Nizcalo,1400,dorado,2007-07-02,40648481Y
5338IEI,OQQ78495O15486701,Bemev,Cuple,1400,rojo,2008-04-22,04906297Y
1536UII,OIQ52049Q13574249,Bemev,Berlin,1400,rojo metalizado,2003-11-27,74086301N
6829IOA,IQO26325O33999656,Rinaul,Charco,1400,dorado,2002-06-26,67455235F
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
7376AEU,OIO46697I92693441,Escola,Primus,1400,beige,2002-09-04,47718268F
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
8691OEI,IOO13600Q29523275,Zitron,Grapef,1400,blanco,2004-02-04,21371673G
0716AUU,QQQ55757I44532899,Zitron,Orange,1400,plateado metalizado,2004-02-10,55133962H
7196EOI,OQI56121Q28442356,Peuyo,Entero,1400,azul metalizado,2008-04-23,49806223E
4334OUU,IIQ51207Q46695684,Zitron,Lemmon,1400,dorado,2003-06-10,49806223E
6292EIA,OOQ68500I33835394,Fork,Tridente,1600,cuarzo,2008-01-04,68579236K
9733UAO,IOO27617O30655451,Rinaul,Charco,1400,dorado,2006-01-17,81904772R
4280EUI,IIQ31616Q55143183,Merche,Rod-star,1400,negro,2008-04-26,85549822B
0344UEE,OII94725I25129793,Escola,Seconda,1400,blanco metalizado,2006-05-12,20147685F
0398EUI,OOO89942Q75868161,Rinaul,Charco,1400,blanco metalizado,2007-05-22,12028211Q
8686IUU,OQO43241Q19559486,Fork,Tetrox,1400,dorado,2002-08-31,95875344M
6891AIU,QQO25927I22247766,Merche,Tourne,1400,blanco metalizado,2006-09-15,19425545K
6306III,IOQ24860Q49121860,Seta,Nizcalo,1400,marron,2004-03-10,56193398M
0122IIA,IOI43577O13083899,Seta,Champi,1400,blanco metalizado,2003-01-18,55087522S
9507AAI,OII49357Q64011955,Bemev,Cuple,1400,blanco metalizado,2006-11-26,45568849F
7103OIU,QQQ37135O37606875,Seta,Champi,1400,negro,2007-03-16,45191051F
6055EOO,IOO50528Q18756955,Merche,Rod-star,1400,negro metalizado,2005-11-15,60260601A
9787IEE,III62370I64400385,Rinaul,Arroyo,1600,plateado metalizado,2003-06-12,09611341D
5119EUA,QII24751Q68251165,Fork,Escolta,1400,aguamarina,2004-11-12,80771305C
2583UIO,OQO97896Q30805722,Bemev,Cuple,1400,negro metalizado,2002-02-25,56651407S
8489EAU,QII08861O40845066,Rinaul,Charco,1400,verde,2006-09-23,97201505D
8472OIE,QOQ90000Q37170799,Peuyo,Natural,1400,azul metalizado,2005-10-30,13633650D
8775UUI,IQI85899Q77755337,Peuyo,Real,1400,plateado metalizado,2008-04-05,19322800V
5023EII,IOO78843O25987869,Merche,Estadio,1400,ocre,2007-08-30,80805990K
3219AEO,OQQ35545I40773879,Peuyo,Entero,1400,marron metalizado,2006-02-14,51285523P
5831EEE,OIQ11256Q19208892,Merche,Rod-star,1400,ocre metalizado,2006-01-07,40977364N
5303EIO,OOO29790O68615290,Rinaul,Fuente,1400,azul metalizado,2007-07-21,21582390H
8177AAO,QQQ54489I47731029,Peuyo,Natural,1400,plateado,2004-01-16,73236340Q
6560AII,QOQ66177Q22578835,Fork,Tetrox,1400,blanco,2006-11-02,78135349W
8668OEE,IOI75948I62251995,Seta,Nizcalo,1400,blanco,2004-12-25,21763956E
5329UEU,IQI54930Q10981187,Zitron,Tangerine,1400,gris,2002-04-13,75584686Q
0946UOU,QQQ51788O54643145,Rinaul,Fuente,1400,fucsia metalizado,2002-05-07,62526264M
0728IOU,OIQ42514I41248866,Fork,Tridente,1600,plateado,2004-03-02,72487325L
5290OEU,QOI04128Q21332551,Bemev,Suv-X,1400,azul metalizado,2005-06-07,36737468M
9519OEE,QQQ42530Q26501403,Escola,Tercius,1400,rojo metalizado,2004-10-31,73520242Y
8489EAU,QII08861O40845066,Rinaul,Charco,1400,verde,2006-09-23,97201505D
5526UOU,QQQ59015Q45441488,Rinaul,Manante,1600,plateado,2005-02-22,42038947F
1717III,OIQ18415I29121885,Merche,Estadio,1400,negro,2002-05-24,11810752E
6055EOO,IOO50528Q18756955,Merche,Rod-star,1400,negro metalizado,2005-11-15,60260601A
9105UIU,IIQ54724I78886023,Merche,Berlin,1400,plateado,2002-03-11,53832275Q
4286AUA,IOQ01523Q94149342,Merche,Berlin,1400,granate,2004-10-30,71116260F
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
7372AEU,IIQ28512I42783932,Peuyo,Real,1400,blanco,2002-03-05,20147685F
1369OAU,OOI69335Q51586849,Zitron,Tangerine,1400,dorado,2002-09-02,49631868F
7494UEU,OIQ99703O13452404,Zitron,Tangerine,1400,negro,2007-12-23,33585461X
2877AIA,QIO77803O46172998,Merche,Rod-star,1400,blanco,2004-04-01,59015527B
9733UAO,IOO27617O30655451,Rinaul,Charco,1400,dorado,2006-01-17,81904772R
9733UAO,IOO27617O30655451,Rinaul,Charco,1400,dorado,2006-01-17,81904772R
8448OEU,OIQ76334Q93420906,Bemev,Suv-X,1400,blanco metalizado,2004-04-15,58094111K
2685IAA,OOQ24605O34557087,Zitron,Lemmon,1400,negro,2007-07-26,48272209Q
6880OUO,IQO77837Q26091208,Merche,Rod-star,1400,dorado,2004-09-14,77467632K
3784IAO,IQI17923O96683383,Zitron,Lemmon,1400,rojo metalizado,2005-09-05,20304333W
6111IAI,QIO78629I56366773,Rinaul,Fuente,1400,dorado,2004-10-25,70809340E
7493AUE,QOQ56969I58631310,Seta,Cardus,1400,blanco metalizado,2004-06-19,24230709W
5844EIA,IIQ83190I84295888,Seta,Amanita,1400,gris,2008-01-11,65572592Y
0935IOA,QQQ12857O79355025,Bemev,Berlin,1400,azul metalizado,2006-12-08,02055702P
3202OUU,IQI61167O30378668,Peuyo,Real,1400,blanco,2003-11-07,21371673G
7283OOE,OII87486Q10383606,Seta,Champi,1400,gris metalizado,2008-12-18,08375827D
3667IIE,QIO83777I33238686,Seta,Nizcalo,1400,blanco metalizado,2002-07-23,18612682R
4734UAO,OOO13459O42950976,Peuyo,Entero,1400,blanco metalizado,2008-03-22,59070682N
6055EOO,IOO50528Q18756955,Merche,Rod-star,1400,negro metalizado,2005-11-15,60260601A
8545AOA,IQO91996O63554286,Merche,Tourne,1400,blanco,2004-11-13,22764409K
7121UAU,OOO92598Q24398258,Seta,Amanita,1400,morado metalizado,2005-03-27,38930269D
9519OEE,QQQ42530Q26501403,Escola,Tercius,1400,rojo metalizado,2004-10-31,73520242Y
2539EOE,OII05576Q94589278,Fork,Escolta,1400,blanco metalizado,2005-01-25,12519376Q
1117IAU,QQI39749I21129051,Fork,Escolta,1400,pardo,2003-03-19,25913468N
5863AII,QOQ51133I97411888,Bemev,Cuple,1400,blanco metalizado,2007-05-21,31970465M
1556IAI,OQO13273I17779000,Bemev,Suv-X,1400,verde metalizado,2003-11-29,87767956W
5119EUA,QII24751Q68251165,Fork,Escolta,1400,aguamarina,2004-11-12,80771305C
7835UUA,QII68367I56569585,Merche,Tourne,1400,blanco,2006-06-20,54146779H
5279OUE,QIQ53737Q94873236,Zitron,Lemmon,1400,negro metalizado,2003-02-15,97091580R
8784IUI,OQO15880I36350106,Bemev,Suv-X,1400,plateado metalizado,2003-11-18,50219461L
1943OAO,OQQ77027O26004989,Bemev,Berlin,1400,gris,2004-06-20,98277257M
4640EUA,QOI49994I22598219,Peuyo,Real,1400,blanco,2004-03-27,56938622Y
6320UOU,IQO90213Q86210207,Zitron,Tangerine,1400,negro metalizado,2004-02-24,87457684T
9038OUI,IOQ49960I40461517,Rinaul,Fuente,1400,rojo metalizado,2003-01-20,63763779M
4481IEE,QQI08224Q96288743,Rinaul,Charco,1400,gris,2009-01-13,56651407S
9105UIU,IIQ54724I78886023,Merche,Berlin,1400,plateado,2002-03-11,53832275Q
6525AEI,OIO64678O93280477,Zitron,Lemmon,1400,azul,2004-03-30,87980168Q
4334OUU,IIQ51207Q46695684,Zitron,Lemmon,1400,dorado,2003-06-10,49806223E
6797EIU,IOQ09038O61986932,Bemev,Suv-X,1400,blanco metalizado,2006-11-13,79278865G
4481IEE,QQI08224Q96288743,Rinaul,Charco,1400,gris,2009-01-13,56651407S
6734OUU,QQO09939I45954228,Rinaul,Manante,1600,blanco,2003-09-08,82883718K
3043OOI,IIO13807Q91952846,Merche,Tourne,1400,rojo,2002-03-11,80738207L
5867AUU,IQO10345O55303016,Fork,Bipua,1400,gris metalizado,2005-05-06,32609826N
2698UEA,QQQ84318Q58168521,Seta,Amanita,1400,blanco metalizado,2004-12-22,29480068W
7250EOE,IOQ60801I73100862,Seta,Amanita,1400,dorado metalizado,2005-05-06,65151191B
3242OEU,QQO35627O39157157,Rinaul,Arroyo,1600,azul,2003-09-10,50219461L
2339OOI,QOO24966O13530390,Bemev,Cuple,1400,violeta,2003-09-24,07595709M
3242OEU,QQO35627O39157157,Rinaul,Arroyo,1600,azul,2003-09-10,50219461L
6118UAA,IOO86091I29232341,Rinaul,Charco,1400,fucsia,2007-05-20,74080979A
2339OOI,QOO24966O13530390,Bemev,Cuple,1400,violeta,2003-09-24,07595709M
5119AUI,OOO75734O30167787,Rinaul,Fuente,1400,dorado metalizado,2007-08-14,19502956Z
9778OEI,OOO92397Q49282056,Zitron,Tangerine,1400,blanco,2002-03-09,47285810H
7608OAU,QOQ57086Q22530925,Bemev,Suv-X,1400,blanco,2007-03-23,80738207L
3422AEU,OOQ73291O11537888,Escola,Cuartus,1400,azul,2008-07-10,48906593Z
8506OUO,QII06239O87469665,Rinaul,Charco,1400,tornasol,2006-07-14,70886396M
1650OEI,IIO89523O51788723,Seta,Nizcalo,1400,amarillo metalizado,2005-12-25,14502021S
2543OUU,IOQ86262Q94000006,Peuyo,Entero,1400,negro metalizado,2007-10-22,05511330R
2698UEA,QQQ84318Q58168521,Seta,Amanita,1400,blanco metalizado,2004-12-22,29480068W
7163UUU,OQI17265I29242525,Escola,Cuartus,1400,gris,2005-12-21,84916986C
0935IOA,QQQ12857O79355025,Bemev,Berlin,1400,azul metalizado,2006-12-08,02055702P
5806EUE,OIO29513O97558686,Peuyo,Real,1400,plateado,2002-04-21,48192930H
5387EAA,QOQ39466I66653703,Zitron,Grapef,1400,blanco metalizado,2003-12-16,02626808R
4304AOI,QIQ49659I37001700,Seta,Amanita,1400,blanco metalizado,2006-02-04,19425545K
1131AOO,QIQ56777I40016298,Merche,Rod-star,1400,plateado,2004-04-28,83880461J
7493AUE,QOQ56969I58631310,Seta,Cardus,1400,blanco metalizado,2004-06-19,24230709W
